    1,2007-08-19T18:02:39.388, 79.9163,314.0886,3378.670,3692.625,  4.0946,3397.3376,117.56, 0.000
    2,2007-08-19T18:02:39.457, 79.9128,314.0831,3378.670,3692.625,  4.0962,3397.3385,117.56, 0.000
    3,2007-08-19T18:02:39.617, 79.9047,314.0703,3378.671,3692.624,  4.1000,3397.3406,117.57, 0.000
    4,2007-08-19T18:02:39.754, 79.8977,314.0593,3378.672,3692.623,  4.1033,3397.3425,117.57, 0.000
    5,2007-08-19T18:02:39.914, 79.8896,314.0465,3378.673,3692.623,  4.1070,3397.3446,117.58, 0.000
    6,2007-08-19T18:02:40.051, 79.8826,314.0355,3378.673,3692.622,  4.1103,3397.3464,117.59, 0.000
    7,2007-08-19T18:02:40.211, 79.8745,314.0227,3378.674,3692.622,  4.1141,3397.3485,117.59, 0.000
    8,2007-08-19T18:02:40.348, 79.8676,314.0117,3378.675,3692.621,  4.1173,3397.3503,117.60, 0.000
    9,2007-08-19T18:02:40.508, 79.8595,313.9989,3378.676,3692.620,  4.1211,3397.3524,117.61, 0.000
   10,2007-08-19T18:02:40.645, 79.8525,313.9879,3378.676,3692.620,  4.1244,3397.3542,117.61, 0.000
   11,2007-08-19T18:02:40.805, 79.8444,313.9751,3378.677,3692.619,  4.1281,3397.3563,117.62, 0.000
   12,2007-08-19T18:02:40.942, 79.8374,313.9641,3378.678,3692.619,  4.1314,3397.3581,117.63, 0.000
   13,2007-08-19T18:02:41.102, 79.8293,313.9513,3378.679,3692.618,  4.1352,3397.3602,117.63, 0.000
   14,2007-08-19T18:02:41.239, 79.8224,313.9403,3378.679,3692.617,  4.1384,3397.3620,117.64, 0.000
   15,2007-08-19T18:02:41.376, 79.8154,313.9293,3378.680,3692.617,  4.1417,3397.3638,117.65, 0.000
   16,2007-08-19T18:02:41.536, 79.8073,313.9165,3378.681,3692.616,  4.1455,3397.3659,117.65, 0.000
   17,2007-08-19T18:02:41.673, 79.8004,313.9055,3378.682,3692.615,  4.1487,3397.3678,117.66, 0.000
   18,2007-08-19T18:02:41.833, 79.7923,313.8927,3378.683,3692.615,  4.1525,3397.3699,117.67, 0.000
   19,2007-08-19T18:02:41.970, 79.7853,313.8817,3378.683,3692.614,  4.1557,3397.3717,117.67, 0.000
   20,2007-08-19T18:02:42.130, 79.7772,313.8689,3378.684,3692.614,  4.1595,3397.3738,117.68, 0.000
   21,2007-08-19T18:02:42.267, 79.7702,313.8579,3378.685,3692.613,  4.1628,3397.3756,117.69, 0.000
   22,2007-08-19T18:02:42.427, 79.7621,313.8451,3378.686,3692.612,  4.1665,3397.3777,117.69, 0.000
   23,2007-08-19T18:02:42.564, 79.7552,313.8341,3378.686,3692.612,  4.1698,3397.3795,117.70, 0.000
   24,2007-08-19T18:02:42.724, 79.7471,313.8213,3378.687,3692.611,  4.1736,3397.3817,117.71, 0.000
   25,2007-08-19T18:02:42.861, 79.7401,313.8103,3378.688,3692.610,  4.1768,3397.3835,117.71, 0.000
   26,2007-08-19T18:02:43.021, 79.7320,313.7975,3378.689,3692.610,  4.1806,3397.3856,117.72, 0.000
   27,2007-08-19T18:02:43.158, 79.7250,313.7865,3378.689,3692.609,  4.1839,3397.3874,117.73, 0.000
   28,2007-08-19T18:02:43.318, 79.7169,313.7737,3378.690,3692.608,  4.1876,3397.3895,117.73, 0.000
   29,2007-08-19T18:02:43.455, 79.7100,313.7627,3378.691,3692.608,  4.1909,3397.3914,117.74, 0.000
   30,2007-08-19T18:02:43.615, 79.7019,313.7499,3378.692,3692.607,  4.1947,3397.3935,117.75, 0.000
   31,2007-08-19T18:02:43.752, 79.6949,313.7389,3378.692,3692.607,  4.1979,3397.3953,117.75, 0.000
   32,2007-08-19T18:02:43.912, 79.6868,313.7261,3378.693,3692.606,  4.2017,3397.3974,117.76, 0.000
   33,2007-08-19T18:02:44.049, 79.6798,313.7151,3378.694,3692.605,  4.2049,3397.3992,117.77, 0.000
   34,2007-08-19T18:02:44.209, 79.6717,313.7023,3378.695,3692.605,  4.2087,3397.4014,117.77, 0.000
   35,2007-08-19T18:02:44.346, 79.6648,313.6913,3378.696,3692.604,  4.2120,3397.4032,117.78, 0.000
   36,2007-08-19T18:02:44.506, 79.6567,313.6785,3378.696,3692.603,  4.2157,3397.4053,117.79, 0.000
   37,2007-08-19T18:02:44.643, 79.6497,313.6675,3378.697,3692.603,  4.2190,3397.4071,117.79, 0.000
